A,B,C,D,E,F,G,H,O
187,265,312,250,206,244,44.25833255,247.9814509,90
187,262,328,252,205,246.8,49.34531386,251.6847234,90
187,255,337,247,205,246.2,52.00922995,251.6334636,90
187,265,340,243,203,247.6,53.89471217,253.3977111,90
188,268,347,240,204,249.4,56.19822061,255.6532808,90
186,262,346,236,211,248.2,55.05778782,254.2333574,90
190,254,342,236,225,249.4,50.79212537,254.5195474,90
194,247,335,237,233,249.2,46.52913066,253.5066074,90
190,245,324,232,233,244.8,43.7693957,248.6821264,90
194,246,320,231,230,244.2,41.58076478,247.7147553,90
195,239,319,226,228,241.4,41.46613076,244.9355017,90
193,240,309,221,224,237.4,38.86695254,240.5605953,90
193,248,303,221,221,237.2,37.21505072,240.1016451,90
191,263,301,226,219,240,38.178528,243.0176948,90
192,268,297,232,225,242.8,36.29545426,245.4978615,90
188,270,297,237,230,244.4,37.05455438,247.193042,90
187,262,293,233,240,243,34.94567212,245.4998982,90
185,258,294,236,240,242.6,35.34741858,245.1615794,90
182,251,288,230,234,237,34.2928564,239.4681607,90
181,248,291,226,230,235.2,35.57189902,237.874757,90
181,251,291,220,224,233.4,36.4450271,236.2282794,90
183,245,285,217,222,230.4,33.73781261,232.8570377,90
190,245,279,222,223,231.8,29.40340116,233.6574416,90
192,242,274,218,222,229.6,27.31739373,231.2193764,90
192,247,271,219,219,229.6,27.03775139,231.1865048,90
199,244,274,220,217,230.8,25.91833328,232.2507266,90
199,243,289,230,215,235.2,30.66202863,237.190219,90
203,258,298,228,213,240,34.43835072,242.4582438,90
203,270,298,224,212,241.4,36.50534207,244.1446293,90
205,268,288,220,212,238.6,33.12763197,240.888771,90
206,262,283,221,209,236.2,30.78571097,238.197817,90
211,272,279,217,209,237.6,31.13583145,239.6313836,90
213,279,275,233,215,243,28.64960733,244.6830603,90
215,273,271,240,210,241.8,26.67883056,243.2673427,90
224,273,264,244,214,243.8,22.54240449,244.8399477,90
222,268,269,243,212,242.8,23.24994624,243.9106394,90
229,297,264,239,208,247.4,30.65028548,249.2913958,90
225,308,271,237,206,249.4,36.14747571,252.0059523,90
225,328,277,237,205,254.4,43.66966911,258.1209019,90
220,336,279,231,205,254.2,47.82217059,258.6592353,90
215,325,274,236,201,250.2,44.77231287,254.1743496,90
211,323,267,239,200,248,44.13615298,251.8968043,90
215,318,265,233,194,245,43.29896073,248.7967042,90
213,314,274,226,202,245.8,42.03046514,249.3676001,90
211,311,274,233,204,246.6,40.41088962,249.8891754,90
209,302,269,231,205,243.2,37.15050471,246.0211373,90
208,306,270,225,202,242.2,39.81155611,245.4501986,90
210,304,274,220,201,241.8,40.14174884,245.1093633,90
206,324,268,218,198,242.8,47.33877903,247.371785,90
205,324,261,216,195,240.2,47.58739329,244.8685362,90
205,329,267,223,196,244,49.03060269,248.8774799,90
207,322,269,237,192,245.4,46.52139293,249.7706948,90
205,317,269,239,196,245.2,44.26465859,249.1634002,90
204,340,260,238,192,246.8,52.48390229,252.3188459,90
201,342,256,236,196,246.2,52.80303022,251.7987291,90
196,335,252,233,192,241.6,51.85595434,247.1024079,90
193,331,248,228,189,237.8,51.52630396,243.31831,90
193,332,246,229,188,237.6,51.97153067,243.217598,90
192,348,240,230,187,239.4,58.09509446,246.3481277,90
190,363,234,234,200,244.2,61.98838601,251.9448352,90
190,362,239,233,201,245,61.36774397,252.5688025,90
196,362,233,239,202,246.4,60.1817248,253.6430563,90
196,357,226,236,200,243,58.97796199,250.054794,90
200,349,223,237,206,243,54.5710546,249.0522034,90
196,340,222,235,202,239,52.39083889,244.6748863,90
193,333,219,237,201,236.6,50.53948951,241.9375953,90
192,327,220,260,202,240.2,49.22763452,245.1925774,90
196,332,222,266,197,242.6,51.41050476,247.9874997,90
193,333,218,273,207,244.8,51.7779876,250.2159068,90
197,336,224,267,208,246.4,50.73302672,251.5686785,90
194,336,220,260,209,243.8,51.03097099,249.0835201,90
194,332,216,256,211,241.8,49.47079947,246.8088329,90
193,356,217,251,217,246.8,57.64165161,253.4419066,90
191,355,215,251,218,246,57.75119046,252.6879499,90
190,368,216,251,228,250.6,61.90831931,258.1336863,90
188,391,215,253,226,254.6,71.31507555,264.3993192,90
186,385,221,249,226,253.4,68.82034583,262.5791309,90
183,389,216,245,225,251.6,71.55864728,261.5782866,90
179,391,220,240,224,250.8,72.93120046,261.1888206,90
179,383,229,239,222,250.4,69.39048926,259.8368719,90
181,378,247,235,220,252.2,66.71551544,260.8750659,90
181,368,248,232,226,251,62.58434309,258.6847502,90
178,360,246,232,226,248.4,60.31119299,255.6169008,90
178,349,249,236,224,247.2,56.24731105,253.5184411,90
178,343,243,229,221,242.8,54.59816847,248.8630145,90
182,334,239,225,220,240,50.64780351,245.2859556,90
180,328,235,225,225,238.6,48.59876542,243.499076,90
181,321,231,229,225,237.4,45.68413291,241.7556618,90
186,325,232,241,231,243,45.2592532,247.1788826,90
185,317,226,240,228,239.2,43.10638004,243.0530806,90
184,318,223,233,228,237.2,43.96089171,241.2393003,90
184,315,223,232,230,236.8,42.80841039,240.6383178,90
184,308,222,230,227,234.2,40.45936233,237.6690977,90
180,299,220,228,226,230.6,38.41666305,233.7780999,90
182,309,218,227,224,232,41.74685617,235.7261123,90
182,329,230,225,221,237.4,48.86143674,242.3761539,90
187,330,232,228,216,238.6,48.33880429,243.4473249,90
193,331,228,231,212,239,47.94580274,243.7617689,90
189,332,228,230,211,238,49.25444142,243.043206,90
192,322,235,229,222,240,43.58440088,243.9253984,90
199,319,233,227,220,239.6,41.32602086,243.137821,90
197,315,231,224,219,237.2,40.52850848,240.6374867,90
197,305,228,219,217,233.2,37.30093833,236.1643496,90
203,302,225,215,220,233,35.26471324,235.6535593,90
218,311,226,211,228,238.8,36.60273214,241.588907,90
224,312,224,210,230,240,36.59508164,242.773969,90
224,313,227,208,229,240.2,37.14512081,243.0551378,90
231,307,228,206,235,241.4,34.30801656,243.8257575,90
231,298,233,212,257,246.2,29.57972278,247.9705628,90
238,304,236,223,267,253.6,29.01447914,255.2543829,90
252,316,237,222,263,258,32.13098193,259.9930768,90
260,325,236,222,256,259.8,35.38587289,262.1987796,90
255,323,251,215,256,260,34.97427626,262.3417618,90
257,326,255,218,261,263.4,34.9204811,265.7047233,90
267,321,248,226,257,263.8,31.64427278,265.6911741,90
270,315,243,227,257,262.4,29.94394764,264.1030102,90
276,308,240,224,262,262,29.12043956,263.6133532,90
276,303,237,224,267,261.4,28.17516637,262.9140544,90
278,295,234,218,263,257.6,28.17516637,259.1362576,90
276,290,231,230,266,258.6,24.17933002,259.7279346,90
279,297,233,235,263,261.4,24.83223711,262.5768459,90
282,292,228,234,258,258.8,25.31718784,260.0353822,90
289,290,227,230,254,258,27.37151804,259.4478753,90
287,286,223,228,251,255,27.40072992,256.4679317,90
284,289,226,223,248,254,27.94995528,255.5331681,90
289,309,232,220,244,258.8,34.27768954,261.0601463,90
293,312,234,221,244,260.8,35.33496852,263.1828262,90
295,326,236,216,244,263.4,40.7214931,266.5291729,90
299,325,236,211,251,264.4,41.73056434,267.6729348,90
304,322,236,205,246,262.6,43.68798462,266.2093161,90
298,317,233,203,241,258.4,42.47163759,261.8671419,90
305,316,243,211,238,262.6,40.74604275,265.7423564,90
307,311,243,217,239,263.4,38.29151342,266.1687435,90
302,313,237,215,234,260.2,39.50392386,263.1816863,90
298,305,239,213,232,257.4,37.0653477,260.0549942,90
301,297,238,210,235,256.2,36.29545426,258.7581883,90
297,296,238,213,238,256.4,33.99176371,258.6433838,90
298,292,237,216,238,256.2,32.69495374,258.2777575,90
303,285,236,213,236,254.6,33.73188403,256.824843,90
300,278,238,211,232,251.8,32.42468196,253.8791051,90
304,272,237,211,240,252.8,32.09610568,254.8293547,90
303,269,232,216,244,252.8,30.48540634,254.6314984,90
303,269,230,215,240,251.4,31.25763907,253.3357456,90
301,267,229,216,234,249.4,30.79350581,251.2938519,90
305,264,225,215,234,248.6,32.61042778,250.729735,90
306,265,222,228,239,252,30.757113,253.8700455,90
305,268,219,258,235,257,29.50932056,258.6886159,90
303,278,214,259,234,257.6,31.42355804,259.5095374,90
300,299,214,268,233,262.8,34.61444785,265.0698021,90
302,297,214,269,228,262,35.59213396,264.4065052,90
301,294,226,266,230,263.4,31.21281788,265.2429075,90
305,302,234,278,226,269,33.28663395,271.0516556,90
307,311,232,289,228,273.4,36.22485335,275.7894124,90
311,325,230,287,232,277,39.4816413,279.7995711,90
312,336,226,278,231,276.6,43.41244061,279.9860711,90
308,328,221,270,236,272.6,40.81960313,275.639257,90
305,322,216,263,237,268.6,39.93294379,271.5522049,90
301,323,224,259,236,268.6,37.82380203,271.2500691,90
304,322,237,264,229,271.2,36.49328705,273.6442947,90
310,326,231,257,224,269.6,41.33086014,272.7497021,90
312,323,231,250,219,267,42.54409477,270.3682674,90
309,321,230,255,219,266.8,41.22329439,269.9659238,90
308,320,223,255,233,267.8,39.30089058,270.6684318,90
308,310,225,263,246,270.4,33.74374016,272.4973394,90
311,301,234,261,244,270.2,30.64245421,271.9319768,90
314,296,249,260,245,272.8,27.34520068,274.1671023,90
308,290,244,255,250,269.4,25.07269431,270.5642253,90
308,287,246,251,245,267.4,25.5389898,268.6168275,90
311,280,242,258,241,266.4,26.40151511,267.7050616,90
308,274,243,252,235,262.4,26.26480535,263.7112057,90
305,267,255,246,231,260.8,25.03118056,261.9984733,90
312,261,259,244,235,262.2,26.69381951,263.5553073,90
305,256,256,245,232,258.8,24.73378257,259.9792299,90
300,254,251,244,227,255.2,24.27673784,256.3521016,90
302,264,246,241,230,256.6,25.21586802,257.8359944,90
305,271,243,238,232,257.8,27.12489631,259.22307,90
302,272,236,236,231,255.4,27.55068057,256.8816848,90
305,271,241,239,233,257.8,27.02887345,259.2130398,90
301,276,237,236,234,256.8,27.08062038,258.2239338,90
295,277,235,235,232,254.8,26.12584927,256.1359014,90
290,272,228,249,229,253.6,24.27014627,254.7587094,90
292,266,223,245,224,250,26.26785107,251.3762121,90
291,264,222,240,220,247.4,26.93399339,248.861809,90
297,259,223,238,229,249.2,26.83579699,250.6407788,90
306,253,232,238,237,253.2,27.31592942,254.6691972,90
299,253,235,239,235,252.2,24.31789465,253.3696904,90
294,249,237,237,229,249.2,23.29291738,250.2862361,90
292,243,242,232,228,247.4,23.02694074,248.469314,90
290,248,246,228,227,247.8,22.84206646,248.8505576,90
288,242,255,225,227,247.4,23.03562458,248.4701189,90
284,240,254,225,230,246.6,21.16223051,247.5063636,90
281,239,257,241,235,250.6,16.94225487,251.1720526,90
281,235,253,246,230,249,17.92205345,249.6441467,90
281,235,252,246,230,248.8,17.88183436,249.4417768,90
284,238,244,250,233,249.8,18.02664694,250.4495957,90
285,251,239,252,240,253.4,16.69251329,253.9492075,90
281,272,244,244,238,255.8,17.27888885,256.3829167,90
275,280,240,243,236,254.8,18.73392644,255.4877688,90
270,288,246,242,242,257.6,18.43474979,258.2587849,90
268,300,252,239,243,260.4,22.16844604,261.3419216,90
271,296,256,239,244,261.2,20.6048538,262.0114501,90
268,297,254,232,250,260.2,21.69239498,261.1026618,90
271,301,248,232,251,260.6,23.70316435,261.6757536,90
270,295,248,225,252,258,23.40085469,259.0590666,90
269,292,242,221,248,254.4,24.23716155,255.5519517,90
265,284,238,217,247,250.2,22.90327488,251.2460945,90
262,277,233,212,241,245,22.63625411,246.0434921,90
261,274,231,213,238,243.4,21.69423887,244.3648911,90
259,270,225,222,232,241.6,19.29352223,242.3691399,90
255,263,224,222,242,241.2,16.31441081,241.7511117,90
250,268,226,224,240,241.6,16.26775953,242.1470628,90
248,262,228,227,243,241.6,13.09350984,241.9545412,90
244,255,238,231,247,243,8.124038405,243.1357645,90
239,251,233,226,249,239.6,9.457272334,239.7865718,90
239,249,236,221,246,238.2,9.785703858,238.4009228,90
235,247,234,227,240,236.6,6.651315659,236.6934727,90
235,252,230,225,239,236.2,9.195651146,236.3789331,90
233,256,234,228,243,238.8,9.867117107,239.0037657,90
231,254,236,224,247,238.4,10.81850267,238.6453436,90
227,253,231,220,244,235,11.91637529,235.3019337,90
228,255,234,220,239,235.2,11.7541482,235.4935243,90
227,262,230,221,238,235.6,14.29125607,236.0330485,90
227,256,229,217,239,233.6,13.2,233.972648,90
225,252,238,212,234,232.2,13.33266665,232.5824585,90
226,246,236,225,246,235.8,9.173875953,235.9783888,90
229,245,245,229,247,239,8.197560613,239.1405445,90
224,245,243,232,245,237.8,8.423775875,237.9491542,90
224,239,242,237,243,237,6.841052551,237.0987136,90
223,235,242,241,242,236.6,7.282856582,236.7120614,90
222,232,243,235,241,234.6,7.445804188,234.7181288,90
222,231,248,241,244,237.2,9.453041838,237.3882895,90
218,235,246,246,250,239,11.62755348,239.282678,90
227,229,265,243,246,242,13.7113092,242.3881185,90
231,226,264,254,243,243.6,14.09397034,244.0073769,90
238,220,263,258,239,243.6,15.44797721,244.0893279,90
235,218,261,275,237,245.2,20.24252949,246.034144,90
236,221,265,274,239,247,19.56527536,247.7736871,90
233,224,261,267,240,245,16.43167673,245.5504022,90
231,224,253,264,236,241.6,14.73227749,242.0487554,90
227,237,257,260,241,244.4,12.41933976,244.7153448,90
224,251,251,254,240,244,11.08151614,244.2515097,90
229,249,248,258,247,246.2,9.453041838,246.3814116,90
233,252,241,255,239,244,8.246211251,244.1393045,90
232,248,244,257,232,242.6,9.624967532,242.7908565,90
229,243,240,255,229,239.2,9.724196625,239.3975773,90
228,243,235,261,228,239,12.31259518,239.3169447,90
227,247,231,269,224,239.6,16.70449041,240.181598,90
224,241,234,263,229,238.2,13.61469794,238.5887675,90
220,237,240,257,224,235.6,13.09350984,235.9635565,90
222,233,241,251,217,232.8,12.36769987,233.1282909,90
222,235,251,244,218,234,12.56980509,234.3373636,90
225,234,251,238,222,234,10.29563014,234.2263862,90
228,233,249,250,221,236.2,11.51347037,236.4804432,90
228,231,249,254,228,238,11.18928058,238.26288,90
227,226,247,281,226,241.4,21.35977528,242.3431451,90
224,222,241,293,222,240.4,27.25142198,241.9396619,90
233,222,235,310,226,245.2,32.7377458,247.3758274,90
235,220,233,345,223,251.2,47.24574055,255.6043818,90
239,215,230,353,224,252.2,51.00352929,257.3056548,90
234,211,231,344,219,247.8,48.80737649,252.5608837,90
239,223,235,337,217,250.2,44.11983681,254.0602291,90
235,243,239,336,225,255.6,40.64283455,258.811128,90
238,237,256,330,221,256.4,38.4322781,259.2643439,90
235,233,252,324,227,254.2,35.87422473,256.7189124,90
232,228,247,322,227,251.2,36.11869322,253.7833722,90
228,223,243,317,222,246.6,35.99222138,249.2127605,90
226,220,245,309,221,244.2,33.62974874,246.5047667,90
227,219,243,307,216,242.4,33.63093814,244.721883,90
229,233,238,298,218,243.2,28.18084456,244.8272861,90
225,237,233,293,214,240.4,27.44886154,241.9619805,90
221,234,229,290,210,236.8,27.80935095,238.4273474,90
221,232,226,285,210,234.8,26.11819289,236.2481746,90
217,229,224,278,207,231,24.63331078,232.3097071,90
217,227,226,277,208,231,24.00833189,232.244268,90
213,229,223,288,225,235.6,26.72526894,237.1109445,90
213,228,222,284,248,239,25.26657872,240.3318539,90
216,232,222,277,260,241.4,23.33752343,242.5254626,90
214,231,219,272,264,240,23.65586608,241.1630154,90
211,229,215,270,267,238.4,25.31086723,239.739859,90
212,226,212,275,268,238.6,27.43428512,240.1720217,90
209,223,209,274,279,238.8,31.24355934,240.8352134,90
208,230,204,295,287,244.8,38.8298854,247.8604446,90
206,229,201,298,284,243.6,40.08291407,246.8756772,90
206,225,203,300,281,243,39.96498467,246.264492,90
207,225,206,294,275,241.4,36.33510699,244.1192332,90
206,236,206,296,275,243.8,36.37801534,246.4990872,90
207,252,206,291,270,245.2,33.92580139,247.535856,90
203,255,219,290,264,246.2,31.36494859,248.1898467,90
208,258,219,291,256,246.4,29.80335552,248.1958904,90
206,255,223,283,255,244.4,27.00814692,245.8877793,90
209,256,221,281,251,243.6,25.7495631,244.9571391,90
207,266,219,282,252,245.2,28.20921835,246.8173414,90
202,284,221,290,250,249.4,34.34879911,251.7542452,90
200,278,217,285,247,245.4,33.16986584,247.6315812,90
196,289,214,281,240,244,36.37031757,246.695764,90
192,286,211,276,238,240.6,36.21933185,243.3109122,90
192,286,217,273,238,241.2,34.74132985,243.6891462,90
199,285,227,271,233,243,31.11269837,244.9836729,90
196,279,230,270,231,241.2,30.10249159,243.071183,90
194,274,239,278,228,242.6,31.07153038,244.5816837,90
192,273,235,273,226,239.8,30.66855067,241.7531799,90
191,273,231,272,221,237.6,31.39171865,239.6647659,90
190,268,226,266,217,233.4,29.89046671,235.3061835,90
190,262,225,262,228,233.4,26.90427475,234.9455256,90
190,260,223,266,227,233.2,27.5782523,234.8250413,90
191,253,227,265,224,232,25.69046516,233.4180798,90
192,252,239,285,231,239.8,30.18211391,241.6919527,90
192,258,239,287,230,241.2,31.40318455,243.2356882,90
193,277,233,280,230,242.6,32.53674845,244.7721389,90
192,272,232,276,231,240.6,30.87782376,242.5732879,90
194,275,229,277,244,243.8,30.90242709,245.7506867,90
199,269,224,277,252,244.2,28.9924128,245.915026,90
198,286,219,276,256,247,33.54996274,249.2681287,90
196,295,215,269,263,247.6,36.51629773,250.2782452,90
194,289,213,265,258,243.8,34.99371372,246.2985993,90
193,285,212,261,252,240.6,33.46998656,242.9168582,90
191,288,210,267,245,240.2,35.66174421,242.8328643,90
191,291,206,266,240,238.8,36.95077807,241.6418838,90
196,316,204,264,250,246,43.5981651,249.8335446,90
193,319,201,263,257,246.6,45.98086559,250.8501545,90
190,317,202,261,259,245.8,45.84059336,250.0379971,90
193,311,198,263,263,245.6,44.53133728,249.6044871,90
204,313,197,259,256,245.8,42.24405284,249.4036888,90
202,310,194,260,249,243,42.18056424,246.6337365,90
206,305,190,256,245,240.4,40.40099009,243.7712042,90
206,295,194,251,243,237.8,35.78491302,240.4774418,90
207,287,197,246,239,235.2,31.83959799,237.345318,90
208,291,200,242,239,236,32.09361307,238.1722066,90
217,289,196,236,238,235.2,30.88948041,237.2197294,90
216,284,195,229,239,232.6,29.61486113,234.4777175,90
216,277,192,232,237,230.8,27.92418307,232.4831177,90
214,270,190,248,238,232,27.65501763,233.6424619,90
211,263,185,256,233,229.6,28.84163657,231.4044079,90
216,259,182,256,230,228.6,28.30971565,230.3462611,90
213,265,184,258,229,229.8,29.71464285,231.7131848,90
214,281,191,251,226,232.6,30.98773951,234.655066,90
216,280,193,246,232,233.4,29.21369542,235.2211725,90
216,282,191,245,243,235.4,30.55879579,237.3752304,90
215,274,195,245,243,234.4,27.14111273,235.9660993,90
218,283,201,241,237,236,27.50999818,237.5979798,90
216,336,197,236,247,246.4,47.96081734,251.0243016,90
213,338,192,231,256,246,50.58458263,251.1469689,90
214,336,189,232,257,245.6,50.37697887,250.7133822,90
214,339,186,238,257,246.8,51.87446385,252.1927834,90
216,341,188,241,259,249,51.84206786,254.3395368,90
214,332,189,236,258,245.8,48.81147406,250.5996808,90
210,327,191,236,256,244,47.03615631,248.4922534,90
210,322,193,233,251,241.8,44.69183371,245.8955063,90
207,312,194,231,255,239.8,41.70083932,243.3988496,90
206,304,198,243,254,241,37.98947223,243.9758185,90
204,298,197,246,250,239,36.44173432,241.7622799,90
205,296,200,240,242,236.6,34.37208169,239.0836674,90
207,295,200,239,239,236,33.57379931,238.3761733,90
211,307,200,236,237,238.2,37.25265091,241.0954168,90
208,308,205,236,239,239.2,37.11280103,242.0619755,90
214,318,204,232,237,241,40.30880797,244.3477031,90
213,364,204,229,230,248,58.82516468,254.8811488,90
214,364,203,225,224,246,59.53486374,253.1015606,90
217,376,203,223,221,248,64.38012116,256.2202178,90
214,377,200,229,225,249,64.78580091,257.2901086,90
213,372,203,227,231,249.2,62.20739506,256.8470362,90
212,371,201,228,231,248.6,62.16301151,256.2541707,90
212,367,201,224,234,247.6,60.72429497,254.9376394,90
213,361,196,223,232,245,59.21824043,252.0551527,90
216,359,194,217,239,245,58.75031915,251.9456291,90
213,356,196,230,250,249,56.41985466,255.311966,90
211,350,193,246,249,249.8,54.38161454,255.6509339,90
210,341,192,245,259,249.4,51.67049448,254.6962897,90
211,335,195,249,258,249.6,48.6522353,254.2974636,90
210,331,194,246,256,247.4,47.57141999,251.9321337,90
208,321,189,239,264,244.2,46.20562736,248.5328952,90
208,313,187,233,265,241.2,44.33689209,245.2411059,90
214,304,186,227,260,238.2,40.59753687,241.6348485,90
219,296,189,223,264,238.2,37.48813146,241.1319141,90
216,292,189,229,269,239,36.98107624,241.8441647,90
218,296,188,226,277,241,39.70894106,244.2494626,90
227,303,186,224,274,242.8,41.0531363,246.2462182,90
229,293,184,225,270,240.2,37.92308004,243.1752455,90
226,288,180,223,266,236.6,37.43581173,239.5433155,90
226,296,176,227,257,236.4,39.55047408,239.6856274,90
227,294,173,225,249,233.6,39.17958652,236.8628295,90
223,317,173,220,242,235,46.87429999,239.629297,90
220,315,179,218,242,234.8,44.94174006,239.062335,90
217,309,207,225,243,240.2,36.36701802,242.9374405,90
216,315,207,222,244,240.8,39.05585744,243.9467155,90
214,310,210,222,244,240,36.92153843,242.8233926,90
217,299,214,222,239,238.2,31.60632848,240.2877442,90
223,294,216,224,232,237.8,28.55450928,239.5082462,90
225,287,213,224,227,235.2,26.35450626,236.6719248,90
226,283,218,228,225,236,23.74026116,237.1910622,90
226,275,216,228,224,233.8,20.9990476,234.741134,90
223,268,214,225,218,229.6,19.58162404,230.4335045,90
221,266,209,220,215,226.2,20.35092136,227.1136279,90
220,261,204,216,212,222.6,19.91582286,223.4891496,90
222,262,203,233,212,226.4,20.42155724,227.3191589,90
221,260,200,242,218,228.2,20.74993976,229.141441,90
220,259,195,245,217,227.2,22.45350752,228.3068111,90
228,254,190,242,221,227,21.72556098,228.0372777,90
232,248,189,245,221,227,21.30727575,227.997807,90
230,242,188,245,246,230.2,21.85772175,231.2353779,90
228,237,186,255,253,231.8,25.00719896,233.1450192,90
224,242,190,264,255,235,26.2144998,236.4576072,90
226,256,191,267,257,239.4,27.8179798,241.0107881,90
228,278,193,266,253,243.6,30.25623903,245.4717906,90
231,280,194,264,251,244,29.71195046,245.8023596,90
237,275,199,281,257,249.8,29.68097033,251.5571506,90
246,271,198,288,258,252.2,30.47884512,254.035037,90
243,281,192,293,256,253,35.25336863,255.4443188,90
243,283,189,294,256,253,36.84019544,255.6681443,90
248,275,186,306,257,254.4,39.53024159,257.4529083,90
246,275,182,312,254,253.8,42.55067567,257.3421846,90
240,268,181,306,249,248.8,40.77940657,252.1198128,90
243,263,178,297,244,245,38.78659562,248.0512044,90
242,258,177,301,238,243.2,39.92693327,246.4556755,90
248,256,182,296,231,242.6,37.05995143,245.4143435,90
247,259,187,287,226,241.2,33.51656307,243.5175558,90
248,261,185,281,223,239.6,33.16383573,241.8842698,90
248,257,180,273,217,235,33.00303016,237.3061314,90
248,252,178,266,217,232.2,31.47316317,234.323281,90
243,245,173,259,217,227.4,30.39473639,229.422318,90
240,240,176,256,221,226.6,27.62317867,228.2774628,90
237,248,179,251,227,228.4,26.11972435,229.8886687,90
236,246,179,247,226,226.8,25.08704845,228.1832597,90
238,241,177,251,221,225.6,26.15033461,227.1105458,90
240,240,174,259,216,225.8,29.27387914,227.6897011,90
248,243,176,252,211,226,28.8929057,227.8394171,90
249,248,177,249,207,226,29.33939331,227.8964677,90
244,244,181,250,203,224.4,27.4415743,226.0716701,90
238,240,200,245,202,225,19.73828767,225.8641184,90
232,243,202,246,204,225.4,18.88491461,226.1897434,90
240,250,204,244,201,227.8,20.92271493,228.758825,90
242,249,208,251,200,230,21.58703314,231.0108223,90
252,250,208,247,202,231.8,22.02180737,232.8437244,90
253,252,208,245,201,231.8,22.56900529,232.8961142,90
255,248,207,241,211,232.4,19.65298959,233.2295007,90
254,246,205,235,214,230.8,18.62686232,231.5504265,90
252,241,200,233,214,228,18.70828693,228.7662563,90
265,251,199,249,209,234.6,25.78061287,236.0122878,90
261,250,197,249,206,232.6,25.89671794,234.0371765,90
263,244,193,248,202,230,27.42991068,231.6298772,90
266,244,192,243,214,231.8,25.86426106,233.2385045,90
265,239,194,239,218,231,23.7571042,232.2184317,90
266,236,189,233,215,227.8,25.38818623,229.2103837,90
260,236,189,228,217,226,23.28089345,227.1959507,90
259,232,187,225,215,223.6,23.40598214,224.8217071,90
266,225,186,219,223,223.8,25.43540839,225.2407601,90
266,220,182,216,226,222,26.80298491,223.6121642,90
272,216,178,214,236,223.2,30.74020169,225.3069018,90
274,213,178,210,234,221.8,31.65059241,224.0468701,90
270,216,177,205,232,220,30.77011537,222.1413964,90
266,219,187,204,230,221.2,26.66383318,222.8012567,90
261,223,203,209,234,226,20.57182539,226.9343517,90
258,223,203,211,256,230.2,22.79824555,231.3261766,90
256,219,209,217,256,231.4,20.36271102,232.29421,90
255,222,215,215,256,232.6,18.87432118,233.3645217,90
256,220,214,212,254,231.2,19.62039755,232.0310324,90
264,217,210,213,252,231.2,22.3194982,232.2748372,90
261,222,204,228,249,232.8,20.13355408,233.6689967,90
256,229,200,230,255,234,20.60097085,234.9050872,90
254,234,198,232,250,233.6,19.77473135,234.4354922,90
250,242,200,227,244,232.6,17.97331355,233.2933775,90
248,248,200,234,240,234,17.79887637,234.6759468,90
246,246,198,234,242,233.2,18.13725448,233.9042539,90
247,248,193,235,249,234.4,21.31290689,235.3669476,90
242,255,194,235,251,235.4,21.84124539,236.4110827,90
238,256,193,232,248,233.4,21.81375713,234.4171495,90
234,256,188,236,242,231.2,22.92945704,232.334242,90
230,248,186,245,237,229.2,22.49799991,230.3015415,90
233,241,182,247,241,228.8,23.81931989,230.0365188,90
235,236,185,248,241,229,22.47665456,230.1004129,90
236,232,193,247,238,229.2,18.75526593,229.9660845,90
242,239,192,243,234,230,19.25616784,230.8046793,90
251,238,195,237,234,231,18.92088793,231.7735964,90
249,240,193,232,229,228.6,19.10601999,229.3970357,90
251,233,203,230,224,228.2,15.48418548,228.7247254,90
248,225,205,226,219,224.6,13.89388355,225.0293314,90
247,233,206,221,224,226.2,13.55581056,226.6058252,90
250,235,205,219,230,227.8,15.14463601,228.302869,90
248,230,214,227,250,233.8,13.5410487,234.1918017,90
245,230,212,227,243,231.4,11.97664394,231.7097322,90
240,226,208,233,242,229.8,12.27028932,230.127356,90
236,225,203,231,235,226,12.13260071,226.3254294,90
237,220,200,225,231,222.6,12.65859392,222.9596376,90
234,218,200,224,232,221.6,12.22456543,221.936928,90
236,219,199,222,227,220.6,12.240915,220.9393582,90
232,222,196,219,222,218.2,11.93984925,218.5264286,90
228,230,195,214,216,216.6,12.51559028,216.9612869,90
225,226,193,213,210,213.4,12.00999584,213.7376897,90
223,228,189,215,205,212,13.88524397,212.4542304,90
223,224,185,214,200,209.2,14.85126257,209.7264886,90
220,221,182,214,197,206.8,15.09171958,207.3499457,90
219,216,186,211,195,205.4,12.75303885,205.7955296,90
226,211,193,214,194,207.6,12.56343902,207.9798067,90
225,227,192,212,190,209.2,15.7403939,209.7913249,90
229,225,194,211,189,209.6,16.01998752,210.2113222,90
232,229,194,212,194,212.2,16.35114675,212.8290394,90
232,222,197,219,202,214.4,13.00153837,214.7938547,90
230,217,198,217,198,212,12.37739876,212.3610134,90
227,212,204,213,194,210,10.89954127,210.2826669,90
224,213,203,239,194,214.6,15.78100124,215.17946,90
222,213,202,246,207,218,15.50483795,218.5506806,90
220,210,199,253,239,224.2,19.5079471,225.0471062,90
216,212,203,251,242,224.8,18.43257985,225.554428,90
217,212,198,248,252,225.4,21.06751053,226.3824198,90
216,213,193,248,252,224.4,22.3839228,225.513636,90
218,213,189,244,256,224,23.68966019,225.2491953,90
216,209,184,237,276,224.4,30.85838622,226.5118098,90
215,207,180,232,282,223.2,33.85498486,225.7529623,90
212,202,179,229,285,221.4,35.6796861,224.2565495,90
